biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
idrpro-sc,iDRPro-SC,Identifying DNA-binding proteins and RNA-binding proteins based on subfunction classifiers.,http://bliulab.net/iDRPro-SC,Binding sites,DNA-binding protein prediction; Nucleic acids-binding site prediction; RNA-binding protein prediction,Web application,,Free of charge,,,http://bliulab.net/iDRPro-SC,10.1093/bib/bbad251
idrug,iDrug,"Integration of drug repositioning and drug-target prediction via cross-network embedding.

iDrug is a computational pipeline to jointly predict novel drug-disease and drug-target interactions based on a heterogeneous network. iDrug adpots cross-network embedding to learn lower dimensional feature spaces for drugs, targets, and diseases in the heterogeneous network. A paper describing the approach is currently under review. A link to the paper will be added once it is published.",https://github.com/Case-esaC/iDrug,Drug discovery,Fold recognition; Relation extraction; Virtual screening,Library,,,,MATLAB,https://github.com/Case-esaC/iDrug,10.1371/JOURNAL.PCBI.1008040
idrug-target,iDrug-Target,"By means of the approach of optimizing training datasets, this webserver was developed for predicting drug-target interaction. It contains four predictors: iDrug-GPCR, iDrug-Chl, iDrug-Ezy, and iDrug-NR, specialized for indentying the interactions of drug compounds with GPCRs (G protein-coupled receptors), ion channels, enzymes, and NR (nuclear receptors), respectively.",http://www.jci-bioinfo.cn/iDrug-Target/,Drug discovery,Protein interaction prediction,Web application,,,,,http://www.jci-bioinfo.cn/iDrug-Target/,10.1080/07391102.2014.998710
IDSM,IDSM,Integrated Database of Small Molecules,https://idsm.elixir-czech.cz/,Cheminformatics; Compound libraries and screening,Database search,SPARQL endpoint,,Free of charge,Mature,"Java, C, SQL, JavaScript",https://idsm.elixir-czech.cz/,10.1186/s13321-021-00515-1; 10.1186/s13321-019-0367-2
idtarget,idTarget,idTarget is a web server for identifying biomolecular targets of small chemical molecules with robust scoring functions and a divide-and-conquer docking approach. idTarget screens against protein structures in PDB.,http://idtarget.rcas.sinica.edu.tw,Compound libraries and screening; Medicinal chemistry; Molecular modelling,Molecular docking; Protein model validation; Protein structural motif recognition; Protein subcellular localisation prediction; Protein-ligand docking,Web application,,,,,http://idtarget.rcas.sinica.edu.tw,10.1093/nar/gks496
ifeatureomega,iFeatureOmega,"iFeatureOmega is a comprehensive platform for generating, analyzing and visualizing more than 170 representations for biological sequences, 3D structures and ligands.",http://ifeatureomega.erc.monash.edu,Cheminformatics,Essential dynamics; Feature extraction; Query and retrieval; Visualisation,Web application,MIT,Free of charge,,Python,https://github.com/Superzchen/iFeatureOmega-GUI/,10.1093/nar/gkac351
ifoldrna,iFoldRNA,Web portal for interactive RNA folding simulations.,http://troll.med.unc.edu/ifoldrna.v2/index.php,Molecular dynamics,RNA secondary structure analysis,Command-line tool,,,,,http://troll.med.unc.edu/ifoldrna.v2/index.php,10.1093/bioinformatics/btv221
igpcr-drug,iGPCR-Drug,Predicting interaction between GPCRs and drugs in the cellular networks.,http://www.jci-bioinfo.cn/iGPCR-Drug/,Compound libraries and screening; Pharmacology,Protein interaction network analysis,Web application,,,,,http://www.jci-bioinfo.cn/iGPCR-Drug/,10.1371/JOURNAL.PONE.0072234
igt,IGT,Intermolecular Graph Transformer (IGT) employs a dedicated attention mechanism to model intermolecular information with a three-way Transformer-based architecture.,https://github.com/microsoft/IGT-Intermolecular-Graph-Transformer,Drug discovery; Molecular modelling,Protein interaction prediction; Protein-protein docking; Virtual screening,Command-line tool,MIT,Free of charge,,Python,https://github.com/microsoft/IGT-Intermolecular-Graph-Transformer,10.1093/bib/bbac162
igtcm,IGTCM,"An integrative genome database of traditional Chinese medicine plants.

An Integrative Genome Database of Traditional Chinese Medicines.

IGTCM (An Integrative Genome Database of Traditional Chinese Medicines) is a comprehensive database of traditional Chinese medicine (TCM) genome and is also an integrative database of TCM with modern molecular biology. It contains six diverse components including herb, ingredient, gene, protein, rna and cds, which integrate TCM with modern molecular biology not only by internal molecular mechanism, also by enhanced understanding of secondary metabolic processes.",http://yeyn.group:96/,Drug discovery,Database search; Visualisation,,,,,,http://yeyn.group:96/,10.1002/tpg2.20317
iGUIDE,iGUIDE,Improved pipeline for analyzing CRISPR cleavage specificity.,https://github.com/cnobles/iGUIDE,Binding sites,Enrichment analysis; PCR primer design; Scaffolding,Command-line tool,GPL-3.0,Free of charge,Mature,,https://github.com/cnobles/iGUIDE,10.1186/s13059-019-1625-3
ihmnbs,iHMnBS,Identifying modifications on DNA-bound histones with joint deep learning of multiple binding sites in DNA sequence.,https://github.com/lennylv/iHMnBS,Binding sites,DNA binding site prediction; Network analysis; PTM site prediction,Command-line tool,Not licensed,Free of charge,,Python,https://github.com/lennylv/iHMnBS,10.1093/bioinformatics/btac489
ihrw,IHRW,IHRW is an improved hypergraph random walk model for predicting triple drug therapy.,https://github.com/wangqi27/IHRW,Drug discovery,,Script,,,,MATLAB,https://github.com/wangqi27/IHRW,10.1101/2021.02.25.432979
iifdti,IIFDTI,Predicting drug-target interactions through interactive and independent features based on attention mechanism.,https://github.com/czjczj/IIFDTI,Drug discovery,Feature extraction; Small molecule design; Transmembrane protein prediction,Script,Not licensed,Free of charge,,Python,https://github.com/czjczj/IIFDTI,10.1093/bioinformatics/btac485
iis,IIS,"Integrated Interactome System: A Web-Based Platform for the Annotation, Analysis and Visualization of Protein-Metabolite-Gene-Drug Interactions by Integrating a Variety of Data Sources and Tools.",http://bioinfo03.ibi.unicamp.br/lnbio/IIS2/,Drug discovery,Gene functional annotation; Pathway or network analysis; Pathway or network visualisation,Web application,,,,,http://bioinfo03.ibi.unicamp.br/lnbio/IIS2/,10.1371/JOURNAL.PONE.0100385
ilipiddyn,iLipidDyn,A computational microscope to scrutinize membrane properties at the organelle-level,https://github.com/ELELAB/LipidDyn,Molecular dynamics,Molecular dynamics; Simulation analysis; Subcellular localisation prediction,Command-line tool,GPL-3.0,Free of charge,,Python,https://github.com/ELELAB/LipidDyn,10.1016/J.CSBJ.2022.06.054
ilncrnadis-fb,iLncRNAdis-FB,"Identify lncRNA-disease associations by fusing biological feature blocks through deep neural network.

A new predictor for identifying lncRNA-disease associations by fusing biological feature blocks through deep neural network.",http://bliulab.net/iLncRNAdis-FB/,Drug discovery,,Web service,,,,,http://bliulab.net/iLncRNAdis-FB/,10.1109/tcbb.2020.2964221
imagic,Imagic,"Image analysis software package for electron microscopy, which is also used to process images from other devices, spectra and other multi-dimensional data-sets.",http://imagescience.de/imagic/,Structural biology,Image analysis,Command-line tool,,Free of charge,,,http://imagescience.de/imagic/,10.1016/0304-3991(81)90001-2
imembrane,iMembrane,"Homology-based method, which predicts a membrane protein’s position within a lipid bilayer. It projects the results of coarse-grained molecular dynamics simulations onto any membrane protein structure or sequence provided by the user.",http://opig.stats.ox.ac.uk/webapps/medeller/home.pl?app=iMembrane,Molecular dynamics,Prediction and recognition; Protein sequence analysis,Web application,,,,Java,http://opig.stats.ox.ac.uk/webapps/medeller/home.pl?app=iMembrane,10.1093/bioinformatics/btp102
immunebuilder,ImmuneBuilder,Deep-learning models for predicting the structures of immune proteins.,http://opig.stats.ox.ac.uk/webapps/newsabdab/sabpred,Biophysics,Loop modelling; Peptide immunogenicity prediction; Sequence trimming; Side chain modelling,Web application,BSD-3-Clause,Free of charge,,Python,https://github.com/oxpig/ImmuneBuilder,10.1038/s42003-023-04927-7
ImmuneScape,ImmuneScape,Structural Modeling of Lymphocyte Receptors and Their Antigens,https://sysimm.org/immune-scape/,Molecular modelling,Epitope mapping; Molecular docking; Protein modelling,Command-line tool,,,,,https://github.com/sysimm/immune-scape-data/,10.1007/978-1-4939-9728-2_17
IMMUNOPHARMACOLOGY,IMMUNOPHARMACOLOGY,"Extending immunopharmacology content and introducing the IUPHAR/MMV Guide to MALARIA PHARMACOLOGY.

IUPHAR Guide to IMMUNOPHARMACOLOGY.

The IUPHAR/BPS Guide to IMMUNOPHARMACOLOGY. Description.",http://www.guidetoimmunopharmacology.org,Pharmacology,Peptide immunogenicity prediction; Query and retrieval,Library,,,,,http://www.guidetoimmunopharmacology.org,10.1093/nar/gkz951
imod,IMOD,"Set of image processing, modelling and display programs used for tomographic reconstruction and for 3D reconstruction of EM serial sections and optical sections.",http://bio3d.colorado.edu/imod/,Structural biology,Enrichment analysis,Workbench,,Free of charge,,Java,http://bio3d.colorado.edu/imod/,10.1006/jsbi.1996.0013
imods,iMODS,Explore the colletive motions of proteins and nucleic acids using NMA in internal coordinates.,http://imods.chaconlab.org,Molecular dynamics,Molecular dynamics; Nucleic acid folding analysis; Protein flexibility and motion analysis; Protein modelling,Web application,,,,,http://imods.chaconlab.org,10.1093/nar/gku339
imp_biomolecules,IMP,Integrative Modeling Platform broad goal is to contribute to a comprehensive structural characterization of biomolecules ranging in size and complexity from small peptides to large macromolecular assemblies. Detailed structural characterization of assemblies is generally impossible by any single existing experimental or computational method. This barrier can be overcome by hybrid approaches that integrate data from diverse biochemical and biophysical experiments.,http://www.salilab.org/imp/,Molecular modelling,,Command-line tool,,,,"C++, Python",http://www.salilab.org/imp/,10.1007/978-1-61779-276-2_19
imp-sampcon,IMP-sampcon,Modeling Biological Complexes Using Integrative Modeling Platform | Scripts to assess sampling convergence and exhaustiveness,https://github.com/salilab/IMP-sampcon,Biophysics,Deposition,Command-line tool,GPL-2.0,,,Python,https://github.com/salilab/IMP-sampcon,10.1007/978-1-4939-9608-7_15
impact_s,IMPACT_S,"Java swing based Graphical User Interface program for analyzing and/or combining several selection results from programs like, PAML (codeml), Datamonkey, TreeSAAP. Provides 3D homology modeling through Swiss Model and 3D mapping of selection results through Jmol.",http://impact-s.sourceforge.net/,Molecular modelling,Phylogenetic inference (method centric); Protein property calculation; Structure analysis; Structure visualisation,Workflow,GPL-3.0,Free of charge,Mature,Java,http://impact-s.sourceforge.net/,10.1371/journal.pone.0096243
improj3,improj3,improj3 generates 3D projections from image stacks,https://www.mathworks.com/matlabcentral/fileexchange/45800-improj3,Biophysics,Image analysis,Library,,Free of charge (with restrictions),,MATLAB,https://www.mathworks.com/matlabcentral/fileexchange/45800-improj3,
improver,IMPROvER,"The Integral Membrane Protein Stability Selector.

Identifying stabilising variants of membrane protein targets is often required for structure determination. Our new computational pipeline, the Integral Membrane Protein Stability Selector (IMPROvER) provides a rational approach to variant selection by employing three independent approaches: deep-sequence, model-based and data-driven. In silico tests using known stability data, and in vitro tests using three membrane protein targets with 7, 11 and 16 transmembrane helices provided measures of success. In vitro, individual approaches alone all identified stabilising variants at a rate better than expected by random selection. Low numbers of overlapping predictions between approaches meant a greater success rate was achieved (fourfold better than random) when approaches were combined and selections restricted to the highest ranked sites",http://improver.ddns.net/IMPROvER/,Structural biology,In vitro selection; PCR primer design; Transmembrane protein prediction; Variant effect prediction; Variant prioritisation,Web application,,,,,http://improver.ddns.net/IMPROvER/,10.1038/S41598-020-71744-X
insilico_fragmentation,In silico fragmentation evaluation,Comparative analysis of open source in silico fragmentation tools.,https://sourceforge.net/projects/insilico-fragmentation/,Cheminformatics,Service invocation,Command-line tool,,,,Java,https://sourceforge.net/projects/insilico-fragmentation/,10.1186/s13321-017-0219-x
inchi,InChI,A set of algorithms for the standard representation of chemical structures that will be readily accessible to chemists in all countries at no cost. The standard chemical representation could be used as input into existing and newly developed computer programs to generate a IUPAC name and a unique IUPAC identifier.,http://www.chemspider.com/InChI.asmx,Cheminformatics,Data retrieval,Web service,,,,,http://www.chemspider.com/InChI.asmx,10.1002/9780471650126.dob0949
oer,InChI Open Education Resource (OER),"The InChI Open Education Resource (OER) provides resources, training materials, and information related to the IUPAC International Chemical Identifier (InChI). It aggregates over 100 resources and offers search and filtering functionalities, aiming to support chemical educators and promote understanding of InChI's role in science.",https://www.inchi-trust.org/oer/,Cheminformatics,Data retrieval; Database search,,,,,,https://www.inchi-trust.org/oer/,10.1515/CTI-2023-0009; 10.1007/S00106-024-01465-4
incucytedrc,IncucyteDRC,IncucyteDRC is an R package for the analysis of data from live cell imaging cell proliferation experiments carried out on the Essen Biosciences IncuCyte ZOOM instrument.,https://cran.r-project.org/web/packages/IncucyteDRC/index.html,Drug discovery,Data retrieval,Command-line tool,GPL-2.0,,,R,https://github.com/chapmandu2/IncucyteDRC,10.12688/f1000research.8694.1
indeep,InDeep,3D fully convolutional neural networks to assist in silico drug design on protein-protein interactions.,https://gitlab.pasteur.fr/InDeep/InDeep,Medicinal chemistry,Binding site prediction; Epitope mapping; Protein-protein docking; Simulation analysis; Small molecule design,Command-line tool,Not licensed,Free of charge,,Python,https://gitlab.pasteur.fr/InDeep/InDeep,10.1093/BIOINFORMATICS/BTAB849
indeepnet,InDeepNet,InDeepNet is a web platform that predicts functional binding sites in proteins using deep learning models InDeep and InDeepHolo. The platform enables researchers to upload protein structures and visualize potential binding sites for proteins or small molecules.,https://indeep-net.gpu.pasteur.cloud/,Binding sites; Medicinal chemistry; Molecular modelling,Binding site prediction; Molecular docking; Protein interaction prediction; Small molecule design,,,,,,https://indeep-net.gpu.pasteur.cloud/,10.1093/NAR/GKAF403
inferbert,InferBERT,A Transformer-Based Causal Inference Framework for Enhancing Pharmacovigilance.,https://github.com/XingqiaoWang/DeepCausalPV-master,Toxicology,Deposition; Named-entity and concept recognition; Splitting,Workbench,Apache-2.0,,,Python,https://github.com/google-research/bert,10.3389/FRAI.2021.659622
inflamnat,InflamNat,Web-Based Database and Predictor of Anti-Inflammatory Natural Products.,http://www.inflamnat.com/,Medicinal chemistry,Fold recognition; Phasing; Small molecule design,Database portal,,Free of charge,,,http://www.inflamnat.com/,10.21203/RS.3.RS-1030714/V1
inflexa,Inflexa,"Inflexa is an open-source, agentic orchestration platform for computational biology and translational medicine. It is designed to assist researchers in analyzing multi-omics, cheminformatics, and imaging data by reading published literature, designing multi-step analysis plans, and executing experiments with full reproducibility.",https://inflexa.ai,Cheminformatics,Data analysis,Command-line tool,Apache-2.0,Free of charge,,"Python, TypeScript, Go",https://github.com/inflexa-ai/inflexa,
infmod3dgen,InfMod3DGen,New Bayesian framework to derive the 3D architecture of a chromosome from 3C-based data.,https://github.com/wangsy11/InfMod3DGen,Molecular modelling,Nucleic acid structure analysis,Command-line tool,,,,"MATLAB, Python",https://github.com/wangsy11/InfMod3DGen,10.1093/nar/gkv100
informer,Informer,"Predicting kinase inhibitors using bioactivity matrix derived informer sets | This repository implements in Matlab the Regression Selection method described in ""Zhang, Huikun, Lee, Ching-pei, Ericksen, Spencer S., Mason, Blake J., Wlodarchak, Nathan, Mitchell, Julie C., Wildman, Scott A., Wright, Stephen J., Nowak, Robert, Gitter, Anthony, Hoffman, F. Michael, and Newton, Michael A. Minimally-supervised, chemogenomic strategies for effective compound prioritization on kinases."" | This repository implements two experiments described in the manuscript: | Training a single model for prediction on new kinases | Conducting leave-one-out cross-validation and outputing the final leave-one-out prediction on each input kinase",https://github.com/leepei/informer,Compound libraries and screening; Medicinal chemistry,Essential dynamics; Imputation; Regression analysis,Library,Unlicense,,,MATLAB,https://github.com/leepei/informer,10.1371/JOURNAL.PCBI.1006813
input,INPUT,An intelligent network pharmacology platform unique for traditional Chinese medicine.,http://cbcb.cdutcm.edu.cn/INPUT/,Pharmacology,Gene-set enrichment analysis; Network analysis; Query and retrieval,Web application,,Free of charge,,,http://cbcb.cdutcm.edu.cn/INPUT/,10.1016/j.csbj.2022.03.006
insertionmapper,InsertionMapper,A pipeline tool for the identification of targeted sequences from multidimensional high throughput sequencing data.,https://sourceforge.net/projects/insertionmapper/,Compound libraries and screening,Representative sequence identification,Desktop application,,,,"Java, Scala",https://sourceforge.net/projects/insertionmapper/,10.1186/1471-2164-14-679
instadock,InstaDock,"A single-click graphical user interface for molecular docking-based virtual high-throughput screening.

Get in touch with Team InstaDock.",https://hassanlab.org/instadock,Drug discovery; Molecular modelling,Protein-protein docking; Virtual screening; Visualisation,Desktop application,,,,,https://hassanlab.org/instadock,10.1093/BIB/BBAA279
instaGRAAL,instaGRAAL,"Chromosome-level quality scaffolding of brown algal genomes using InstaGRAAL.

Large genome reassembly based on Hi-C data, continuation of GRAAL.

Large genome reassembly based on Hi-C data (continuation and partial rewrite of GRAAL) and post-scaffolding polishing libraries.

This work is under continuous development/improvement - see GRAAL for information about the basic principles.

sudo pip3 install -e git+https://github.com/koszullab/instagraal.git@master#egg=instagraal.

Note to OS X users: There is currently no CUDA support on Mojave (10.14) and it is unclear when it is going to be added, if it is to be added at all. This means instaGRAAL (or indeed any CUDA-based application) will not work on Mojave. If you wish to run it on OS X, the only solution for now is to downgrade to High Sierra (10.13)",https://github.com/koszullab/instaGRAAL,Binding sites,Genetic mapping; Genome assembly; Mapping assembly; Scaffolding,Command-line tool,GPL-3.0,,,Python,https://github.com/koszullab/instaGRAAL,10.1101/2019.12.22.882084
intellipatent,IntelliPatent,"A web-based intelligent system for fast chemical patent claim drafting.

The first step of automating composition patent drafting is to draft the claims around a Markush structure with substituents. Currently, this process depends heavily on experienced attorneys or patent agents, and few tools are available. IntelliPatent was created to accelerate this process. Users can simply upload a series of analogs of interest, and IntelliPatent will automatically extract the general structural scaffold and generate the patent claim text. The program can also extend the patent claim by adding commonly seen R groups from historical lists of the top 30 selling drugs in the US for all R substituents. The program takes MDL SD file formats as inputs, and the invariable core structure and variable substructures will be identified as the initial scaffold and R groups in the output Markush structure",https://intellipatent.cmdm.tw/,Compound libraries and screening,Scaffolding,Web service,,,,,https://intellipatent.cmdm.tw/,10.1186/s13321-019-0401-4
interactiverosetta,InteractiveROSETTA,A wxPython graphical interface for the PyRosetta and Rosetta protein modeling suites.,https://github.com/schenc3/InteractiveROSETTA,Molecular modelling,Visualisation,Desktop application,,,,Python,https://github.com/schenc3/InteractiveROSETTA,10.1093/bioinformatics/btv492
interevdock2,InterEvDock,"Ab initio protein docking based on rigid-body sampling followed by consensus scoring using physics-based and statistical potentials, including the InterEvScore function specifically developed to incorporate co-evolutionary information in docking.",https://mobyle.rpbs.univ-paris-diderot.fr/cgi-bin/portal.py#forms::InterEvDock2,Molecular modelling,Protein modelling; Protein-protein docking,Web application,Freeware,Free of charge,Mature,,https://mobyle.rpbs.univ-paris-diderot.fr/cgi-bin/portal.py#forms::InterEvDock2,10.1093/nar/gky377; 10.1093/nar/gkw340; 10.1093/bioinformatics/btt260
interlig,InterLig,improved ligand-based virtual screening using topologically independent structural alignments.,http://wallnerlab.org/InterLig,Drug discovery; Molecular modelling,Scaffolding; Structure alignment; Virtual screening,Command-line tool,,,,,http://wallnerlab.org/InterLig,10.1093/BIOINFORMATICS/BTAA089
intermap3d,InterMap3D,Prediction of interacting protein residues by identifying co-evolving pairs of aminoacids from an alignment of protein sequences.,http://cbs.dtu.dk/services/InterMap3D/,Binding sites,Residue interaction prediction,Web application,Other,Free of charge (with restrictions),Emerging,,http://cbs.dtu.dk/services/InterMap3D/,10.1093/bioinformatics/btp335
intermetaldb,InterMetalDB,A Database and Browser of Intermolecular Metal Binding Sites in Macromolecules with Structural Information.,https://intermetaldb.biotech.uni.wroc.pl/,Binding sites,Data retrieval; Database search; Deposition; Metal-binding site prediction,Web application,,Free of charge,Mature,,https://intermetaldb.biotech.uni.wroc.pl/,10.1021/ACS.JPROTEOME.0C00906
InterPep2,InterPep2,"Global Peptide-Protein Docking with Structural Templates.

Abstract Motivation Interactions between proteins and peptides or peptide-like intrinsically disordered regions are involved in many important biological processes, such as gene expression and cell life-cycle regulation. Experimentally determining the structure of such interactions is time-consuming, and because of the disordered nature of the ligand, the interactions are especially difficult to predict through software, requiring specialized solutions. Although several prediction-methods exist, most are limited in performance or availability. Results InterPep2 is a freely available method for predicting the structure of peptide-protein interactions. We have previously shown that structural templates can be used to accurately predict peptide-protein binding sites, and that using templates from regular protein-protein interactions will increase the number of sites found",http://wallnerlab.org/InterPep,Molecular modelling,Protein disorder prediction; Protein interaction prediction; Protein secondary structure prediction; Protein-protein binding site prediction; Protein-protein docking,Command-line tool,,,,Python,http://wallnerlab.org/InterPep,10.1101/813238
interpeprank,InterPepRank,"Assessment of Docked Peptide Conformations by a Deep Graph Network.

Abstract Motivation Peptide-protein interactions between a smaller or disordered peptide stretch and a folded receptor make up a large part of all protein-protein interactions. A common approach for modelling such interactions is to exhaustively sample the conformational space by fast-fourier-transform docking, and then refine a top percentage of decoys. Commonly, methods capable of ranking the decoys for selection in short enough time for larger scale studies rely on first-principle energy terms such as electrostatics, Van der Waals forces, or on pre-calculated statistical pairwise potentials. Results We present InterPepRank for peptide-protein complex scoring and ranking",http://wallnerlab.org/InterPepRank,Molecular modelling,Protein interaction prediction; Protein-protein binding site prediction; Standardisation and normalisation,Command-line tool,,,,,http://wallnerlab.org/InterPepRank,10.1101/2020.09.07.285957
interpred,InterPred,A pipeline to identify and model protein–protein interactions.,http://bioinfo.ifm.liu.se/inter/interpred/,Molecular modelling,Protein-protein interaction prediction,Web application,,,,,http://bioinfo.ifm.liu.se/inter/interpred/,10.1002/PROT.25280
intfold,IntFOLD,"Integrated web resource for protein folding recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction.",http://www.reading.ac.uk/bioinf/IntFOLD/,Binding sites,Protein binding site prediction; Protein fold recognition; Protein folding analysis,Web application,,,,,http://www.reading.ac.uk/bioinf/IntFOLD/,10.1093/nar/gkr184
intob,INTOB,"INTOB is a software resource developed by the UFZ for the collection and management of toxicological data, adhering to FAIR principles. It standardizes the collection of metadata and phenotypic observations, particularly for zebrafish embryo toxicity tests, to improve data comparability and facilitate data-driven analyses.",https://www.ufz.de/intob/index.php?en=51326,Compound libraries and screening; Toxicology,Essential dynamics; Principal component visualisation; Standardisation and normalisation,,,,,,https://www.ufz.de/intob/index.php?en=51326,10.1021/ACS.EST.4C11757
inuc-pseknc,iNuc-PseKNC,"This web-server was developed to predict nucleosome occupancy of H. sapiens, C. elegan and D. melanogaster.",http://lin.uestc.edu.cn/server/iNuc-PseKNC,Binding sites,Nucleosome formation or exclusion sequence prediction,Web application,,,,,http://lin.uestc.edu.cn/server/iNuc-PseKNC,24504871
iodata,IOData,"A python library for reading, writing, and converting computational chemistry file formats and generating input files.

IOData is a HORTON 3 module for input/output of quantum chemistry file formats. Documentation is here: https://iodata.readthedocs.io/en/latest/index.html.",https://github.com/theochem/iodata,Cheminformatics; Molecular dynamics,Formatting; Molecular dynamics; Parsing,Command-line tool,LGPL-3.0,,,Python,https://github.com/theochem/iodata,10.1002/JCC.26468
iorbase,iORbase,A database for the prediction of the structures and functions of insect olfactory receptors.,https://www.iorbase.com,Molecular modelling,Protein interaction prediction; Protein structure prediction; Virtual screening,Database portal,,Free of charge,,,https://www.iorbase.com,10.1111/1744-7917.13162
ippbs-opt,iPPBS-Opt,This web-server used to predict the Protein-Protein Binding Sites(PPBS).,http://www.jci-bioinfo.cn/iPPBS-Opt,Binding sites; Structural biology,Protein-protein interaction prediction,Web application,,,,,http://www.jci-bioinfo.cn/iPPBS-Opt,26797600
ippbs-pseaac,iPPBS-PseAAC,This web-server is used to predict the Protein-Protein Binding Sites(PPBS).,http://www.jci-bioinfo.cn/iPPBS-PseAAC,Binding sites; Structural biology,Protein-protein interaction prediction,Web application,,,,,http://www.jci-bioinfo.cn/iPPBS-PseAAC,26375780
ippi-db,iPPI-DB,"IPPI-DB is a database of modulators of protein-protein interactions. It contains exclusively small molecules and therefore no peptides. The data are retrieved from the literature either peer reviewed scientific articles or world patents. A large variety of data is stored within IPPI-DB: structural, pharmacological, binding and activity profile, pharmacokinetic and cytotoxicity when available, as well as some data about the PPI targets themselves.",https://ippidb.pasteur.fr,Compound libraries and screening,Database search; Deposition,Database portal,GPL-3.0,Free of charge,Mature,Python,https://gitlab.pasteur.fr/ippidb/ippidb-web/,10.1093/bioinformatics/btaa1091
iProt-Sub,iProt-Sub,"Integrated feature-based webserver in silico prediction of protease substrates and their cleavage sites for 38 different protease types, covering four major protease families: Aspartic (A), Cysteine (C), Metallo (M) and Serine (S).",http://iprot-sub.erc.monash.edu.au/,Binding sites,Protein cleavage site prediction; Protein secondary structure prediction; Protein signal peptide detection,Web application,,,,,http://iprot-sub.erc.monash.edu.au/,10.1093/bib/bby028
iqcell,iQcell,iQcell is a platform for predicting the effect of gene perturbations on developmental trajectories using single-cell RNA-seq data.,https://gitlab.com/stemcellbioengineering/iqcell,Biophysics,Essential dynamics; Gene expression profiling; Gene prediction; Principal component visualisation,Script,Not licensed,,,Python,https://gitlab.com/stemcellbioengineering/iqcell,10.1101/2021.04.01.438014
iredfisher,IREDFisher,Structure-based design of small imine reductase panels for target substrates.,https://enzymeevolver.com/IREDFisher,Molecular modelling,Active site prediction; Data retrieval; Virtual screening,Web application,,Free of charge,,Python,https://github.com/yuyuqi-design/iredfisher_src,10.1021/acscatal.3c02278
iresite,IRESite,Our database presents experimental evidence of many eukaryotic viral and cellular internal ribosome entry site (IRES) regions.,http://iresite.org/,Structural biology,Sequence database search; Sequence database search (by property),Database portal,,Free of charge,Mature,Java,http://iresite.org/,10.1093/nar/gkp981
irespred,IRESPred,Support Vector Machine (SVM) based computational tool to predict the presence of Internal Ribosome Entry Site (IRES) in viral and cellular sequences.,http://bioinfo.net.in/IRESPred/,Binding sites,Transcriptional regulatory element prediction,Web application,,,,,http://bioinfo.net.in/IRESPred/,10.1038/srep27436
irgo,IrGO,"Iranian traditional medicine General Ontology (IrGO) and knowledge base. Iranian traditional medicine (also called Persian Medicine), is an elaborate holistic system of healing grounded in a philosophical basis.",http://ir-go.net/,Drug discovery,Data retrieval; Named-entity and concept recognition; Ontology visualisation,Ontology,,,,,http://ir-go.net/,10.1186/S13326-021-00237-1
isambard,ISAMBARD,"Intelligent System for Analysis, Model Building And Rational Design.",https://pypi.org/project/ISAMBARD/,Cheminformatics,Protein modelling; Protein structure analysis,Command-line tool,,,,Python,https://pypi.org/project/ISAMBARD/,10.1093/bioinformatics/btx352
iScore,iScore,"An MPI supported software for ranking protein-protein docking models based on a random walk graph kernel and support vector machines.

Support Vector Machine and Random walk Graph Kernel for Protein Interface Scoring.

Welcome to iScore’s documentation! — iScore documentation.

Support Vector Machine on Graph kernel for protein-protein conformation ranking.

Install iScore using pip install iScore.

Minimal information to install the module.

iScore offers simple solutions to classify protein-protein interfaces using a support vector machine approach on graph kernels. The simplest way to use iScore is through dedicated binaries that hide the complexity of the approach and allows access to the code with simple command line interfaces. The two binaries are iscore.train and iscore.predict that respectively train a model using a trainging set and use this model to predict the near-native character of unkown conformations.

Free document hosting provided by Read the Docs",https://github.com/DeepRank/iScore,Molecular modelling,Protein-protein docking; Visualisation,Command-line tool,Apache-2.0,,,Python,https://github.com/DeepRank/iScore,10.1101/788166
ispectron,iSPECTRON,"A simulation interface for linear and nonlinear spectra with ab-initio quantum chemistry software.

We introduce iSPECTRON, a program that parses data from common quantum chemistry software (NWChem, OpenMolcas, Gaussian, Cobramm, etc.), produces the input files for the simulation of linear and nonlinear spectroscopy of molecules with the Spectron code, and analyzes the spectra with a broad range of tools. Vibronic spectra are expressed in term of the electronic eigenstates, obtained from quantum chemistry computations, and vibrational bath effects are incorporated in the framework of the displaced harmonic oscillator model, where all required quantities are computed at the Franck-Condon point. The program capabilities are illustrated by simulating linear absorption, transient absorption and two dimensional electronic spectra of the pyrene molecule",https://github.com/ispectrongit/iSPECTRON/,Molecular dynamics,Molecular dynamics; Parsing; Spectral analysis,Command-line tool,,,,Python,https://github.com/ispectrongit/iSPECTRON/,10.1002/JCC.26485
ispip,ISPIP,Integrated structure-based protein interface prediction.,https://github.com/eved1018/ISPIP,Binding sites; Molecular modelling,Binding site prediction; Protein structure prediction; Protein structure validation; Protein-protein docking; Regression analysis,Command-line tool,Not licensed,Free of charge,,Python,https://github.com/eved1018/ISPIP,10.1186/s12859-022-04852-2
